	word	correct	n1	suggest
5201	.\n		0.0	
5202	لالة		15.0	لأله;لألت;لإله;لآلة;لآله;لآلت;بالة;لتلة;لغلة;لابة;لافة;لذالة;لضالة;ضلالة;لصالة
5203	فاطمة		0.0	
5204	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5205	\n		0.0	
5206	\n		0.0	
5207	لعلّ		0.0	
5208	قيادة		0.0	
5209	الرجال		0.0	
5210	لمثل		0.0	
5211	هذه		0.0	
5212	المواجهات		0.0	
5213	العنيفة		0.0	
5214	أمر		0.0	
5215	معهود		0.0	
5216	في		0.0	
5217	التاريخ		0.0	
5218	،		0.0	
5219	لكن		0.0	
5220	أن		0.0	
5221	تقود		0.0	
5222	امرأة		0.0	
5223	صفوف		0.0	
5224	الرجال		0.0	
5225	من		0.0	
5226	أجل		0.0	
5227	الجهاد		0.0	
5228	ضد		0.0	
5229	الاستعمار		0.0	
5230	،		0.0	
5231	في		0.0	
5232	مجتمع		0.0	
5233	قبليّ		0.0	
5234	ومحافظ		0.0	
5235	،		0.0	
5236	فهذه		0.0	
5237	قصّة		0.0	
5238	تستحقّ		0.0	
5239	أن		0.0	
5240	تُحكى		0.0	
5241	،		0.0	
5242	إنّها		0.0	
5243	قصّة		0.0	
5244	لالّة		1.0	بلالة
5245	فاطمة		0.0	
5246	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5247	،		0.0	
5248	راعية		0.0	
5249	زاوية		0.0	
5250	ورجة		0.0	
5251	الرحمانية		0.0	
5252	،		0.0	
5253	وزعيمة		0.0	
5254	الجهاد		0.0	
5255	ضد		0.0	
5256	الاستعمار		0.0	
5257	في		0.0	
5258	منطقة		0.0	
5259	زواوة		1.0	زوارة
5260	.\n		0.0	
5261	\n		0.0	
5262	وُلدت		0.0	
5263	لالة		15.0	لأله;لألت;لإله;لآلة;لآله;لآلت;بالة;لتلة;لغلة;لابة;لافة;لذالة;لضالة;ضلالة;لصالة
5264	فاطمة		0.0	
5265	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5266	،		0.0	
5267	سنة		0.0	
5268	1830		0.0	
5269	-		0.0	
5270	نفس		0.0	
5271	السنة		0.0	
5272	التي		0.0	
5273	دخلت		0.0	
5274	فيها		0.0	
5275	قوّات		0.0	
5276	الاحتلال		0.0	
5277	الفرنسيّ		0.0	
5278	الجزائر		0.0	
5279	-		0.0	
5280	أبوها		0.0	
5281	الشيخ		0.0	
5282	الطيب		0.0	
5283	،		0.0	
5284	شيخ		0.0	
5285	زاوية		0.0	
5286	ورجة		0.0	
5287	الرحمانية		0.0	
5288	.		0.0	
5289	وقد		0.0	
5290	تزوّجت		0.0	
5291	وهي		0.0	
5292	بنت		0.0	
5293	16		0.0	
5294	سنة		0.0	
5295	،		0.0	
5296	لكن		0.0	
5297	زواجها		0.0	
5298	لم		0.0	
5299	يوفّق		0.0	
5300	فعادت		0.0	
5301	إلى		0.0	
5302	أهلها		0.0	
5303	وقد		0.0	
5304	رفض		0.0	
5305	زوجها		0.0	
5306	تطليقها		0.0	
5307	،		0.0	
5308	فبقيت		0.0	
5309	تحت		0.0	
5310	عصمته		0.0	
5311	،		0.0	
5312	الأمر		0.0	
5313	الذي		0.0	
5314	سيجعلها		0.0	
5315	ترفض		0.0	
5316	زيجات		0.0	
5317	مهمّة		0.0	
5318	لاحقًا		0.0	
5319	.\n		0.0	
5320	\n		0.0	
5321	بعد		0.0	
5322	أن		0.0	
5323	توفي		0.0	
5324	والدها		0.0	
5325	،		0.0	
5326	تكفّلت		0.0	
5327	بالزاوية		0.0	
5328	وأصبحت		0.0	
5329	مع		0.0	
5330	أخيها		0.0	
5331	راعيتها		0.0	
5332	والمسؤولة		0.0	
5333	عن		0.0	
5334	شؤونها		0.0	
5335	وطلاّبها		0.0	
5336	.		0.0	
5337	وفي		0.0	
5338	أواخر		0.0	
5339	سنوات		0.0	
5340	الأربعينيات		0.0	
5341	من		0.0	
5342	القرن		0.0	
5343	التاسع		0.0	
5344	عشر		0.0	
5345	،		0.0	
5346	شهدت		0.0	
5347	منطقة		0.0	
5348	زواوة		1.0	زوارة
5349	توافد		0.0	
5350	العديد		0.0	
5351	ممّن		0.0	
5352	يُدعوْن		0.0	
5353	بالأشراف		0.0	
5354	،		0.0	
5355	وهم		0.0	
5356	رجال		0.0	
5357	متصوّفون		0.0	
5358	كان		0.0	
5359	بعضهم		0.0	
5360	في		0.0	
5361	جيش		0.0	
5362	الأمير		0.0	
5363	عبدالقادر		2.0	عبد القادر;عبدا لقادر
5364	،		0.0	
5365	وقد		0.0	
5366	عزموا		0.0	
5367	على		0.0	
5368	تفجير		0.0	
5369	الثورة		0.0	
5370	من		0.0	
5371	جديد		0.0	
5372	في		0.0	
5373	منطقة		0.0	
5374	زواوة		1.0	زوارة
5375	،		0.0	
5376	كان		0.0	
5377	أبرزهم		0.0	
5378	الشريف		0.0	
5379	محمّد		0.0	
5380	الهاشمي		0.0	
5381	الملقّب		0.0	
5382	بـ		0.0	
5383	«		0.0	
5384	بومعزة		12.0	وبمعزة;بموعزة;بمعزة;ومعزة;ومعزبة;بمعوزة;بمعزوة;بواعزة;أومعزة;ب ومعزة;بوم عزة;معزوزة
5385	»		0.0	
5386	والشريف		0.0	
5387	محمد		0.0	
5388	الأمجد		0.0	
5389	بن		0.0	
5390	عبدالملك		2.0	عبد الملك;عبدا لملك
5391	الملقّب		0.0	
5392	بـ		0.0	
5393	«		0.0	
5394	بوبغلة		13.0	وببغلة;بوبالة;بوبلة;بوغلة;ببغلة;وبغلة;وبغلبة;بواغلة;بوبيلة;أوبغلة;ب وبغلة;بوب غلة;بغلة
5395	»		0.0	
5396	وغيرهم		0.0	
5397	.\n		0.0	
5398	\n		0.0	
5399	عندما		0.0	
5400	جاء		0.0	
5401	الهاشمي		0.0	
5402	«		0.0	
5403	بومعزة		12.0	وبمعزة;بموعزة;بمعزة;ومعزة;ومعزبة;بمعوزة;بمعزوة;بواعزة;أومعزة;ب ومعزة;بوم عزة;معزوزة
5404	»		0.0	
5405	إلى		0.0	
5406	منطقة		0.0	
5407	زواوة		1.0	زوارة
5408	سنة		0.0	
5409	1949		0.0	
5410	من		0.0	
5411	أجل		0.0	
5412	إشعال		0.0	
5413	الثورة		0.0	
5414	بعد		0.0	
5415	أن		0.0	
5416	كان		0.0	
5417	في		0.0	
5418	جيش		0.0	
5419	الأمير		0.0	
5420	عبدالقادر		2.0	عبد القادر;عبدا لقادر
5421	،		0.0	
5422	أراد		0.0	
5423	حشد		0.0	
5424	الجهود		0.0	
5425	الشعبيّة		0.0	
5426	في		0.0	
5427	المنطقة		0.0	
5428	،		0.0	
5429	فاتّصل		0.0	
5430	بقياداتها		0.0	
5431	المحليّة		0.0	
5432	من		0.0	
5433	أجل		0.0	
5434	جمع		0.0	
5435	المال		0.0	
5436	والرجال		0.0	
5437	والعتاد		0.0	
5438	،		0.0	
5439	وقد		0.0	
5440	كانت		0.0	
5441	زاوية		0.0	
5442	لالّة		1.0	بلالة
5443	فاطمة		0.0	
5444	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5445	إحدى		0.0	
5446	وجهاته		0.0	
5447	من		0.0	
5448	أجل		0.0	
5449	حشد		0.0	
5450	الدعم		0.0	
5451	،		0.0	
5452	وتشير		0.0	
5453	كتب		0.0	
5454	تاريخيّة		0.0	
5455	إلى		0.0	
5456	أنّه		0.0	
5457	عرض		0.0	
5458	على		0.0	
5459	فاطمة		0.0	
5460	زواجًا		0.0	
5461	سياسيًّا		0.0	
5462	من		0.0	
5463	أجل		0.0	
5464	تقوية		0.0	
5465	روابطه		0.0	
5466	مع		0.0	
5467	السكان		0.0	
5468	المحليّين		0.0	
5469	،		0.0	
5470	إلاّ		0.0	
5471	أنّ		0.0	
5472	كونها		0.0	
5473	تحت		0.0	
5474	عصمة		0.0	
5475	زوجها		0.0	
5476	الأوّل		0.0	
5477	-		0.0	
5478	الذي		0.0	
5479	رفض		0.0	
5480	تطليقها		0.0	
5481	رغم		0.0	
5482	انتهاء		0.0	
5483	زواجهما		0.0	
5484	فعليًّا		0.0	
5485	-		0.0	
5486	حال		0.0	
5487	دون		0.0	
5488	هذا		0.0	
5489	الزواج		0.0	
5490	.\n		0.0	
5491	\n		0.0	
5492	الأمجد		0.0	
5493	ابن		0.0	
5494	عبد		0.0	
5495	الملك		0.0	
5496	الملقّب		0.0	
5497	بـ		0.0	
5498	«		0.0	
5499	بوبغلة		13.0	وببغلة;بوبالة;بوبلة;بوغلة;ببغلة;وبغلة;وبغلبة;بواغلة;بوبيلة;أوبغلة;ب وبغلة;بوب غلة;بغلة
5500	»		0.0	
5501	كان		0.0	
5502	أيضًا		0.0	
5503	ممّن		0.0	
5504	تعاونت		0.0	
5505	معهم		0.0	
5506	لالة		15.0	لأله;لألت;لإله;لآلة;لآله;لآلت;بالة;لتلة;لغلة;لابة;لافة;لذالة;لضالة;ضلالة;لصالة
5507	فاطمة		0.0	
5508	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5509	عسكريًّا		0.0	
5510	،		0.0	
5511	ففي		0.0	
5512	السابع		0.0	
5513	من		0.0	
5514	أبريل		0.0	
5515	(		0.0	
5516	نيسان		0.0	
5517	)		0.0	
5518	سنة		0.0	
5519	1854		0.0	
5520	،		0.0	
5521	شاركت		0.0	
5522	فاطمة		0.0	
5523	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5524	مع		0.0	
5525	بوبغلة		13.0	وببغلة;بوبالة;بوبلة;بوغلة;ببغلة;وبغلة;وبغلبة;بواغلة;بوبيلة;أوبغلة;ب وبغلة;بوب غلة;بغلة
5526	في		0.0	
5527	معركة		0.0	
5528	قادها		0.0	
5529	الجنرال		0.0	
5530	وولف		0.0	
5531	من		0.0	
5532	الجانب		0.0	
5533	الفرنسيّ		0.0	
5534	في		0.0	
5535	وادي		0.0	
5536	سيباو		15.0	سيبوا;يسبوا;بيساو;ويباس;سيبلو;سيبغو;سيبان;سيبا;وسيبا;سيباض;سيباع;سيباه;سيبهو;سيباخ;سيباح
5537	،		0.0	
5538	وتشير		0.0	
5539	بعض		0.0	
5540	المصادر		0.0	
5541	التاريخيّة		0.0	
5542	إلى		0.0	
5543	أن		0.0	
5544	الشريف		0.0	
5545	بوبغلة		13.0	وببغلة;بوبالة;بوبلة;بوغلة;ببغلة;وبغلة;وبغلبة;بواغلة;بوبيلة;أوبغلة;ب وبغلة;بوب غلة;بغلة
5546	قد		0.0	
5547	أصيب		0.0	
5548	بجراح		0.0	
5549	بليغة		0.0	
5550	وكاد		0.0	
5551	يقع		0.0	
5552	تحت		0.0	
5553	الأسر		0.0	
5554	،		0.0	
5555	إلاّ		0.0	
5556	أن		0.0	
5557	فاطمة		0.0	
5558	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5559	استطاعت		0.0	
5560	إنقاذه		0.0	
5561	بأعجوبة		0.0	
5562	،		0.0	
5563	لتنتهي		0.0	
5564	المعركة		0.0	
5565	بانتصار		0.0	
5566	المقاومين		0.0	
5567	الجزائريين		0.0	
5568	.\n		0.0	
5569	حين		0.0	
5570	قادت		0.0	
5571	فاطمة		0.0	
5572	المجاهدين		0.0	
5573	في		0.0	
5574	وجه		0.0	
5575	الجيوش		0.0	
5576	الفرنسيّة		0.0	
5577	\n		0.0	
5578	\n		0.0	
5579	وَأرعَفتِ		1.0	وأرعيتا
5580	«		0.0	
5581	راندون		15.0	واندرن;رامدون;رانون;رادون;اندون;راصدون;راقدون;فاندون;راغدون;عاندون;رابدون;ساندون;راشدون;واندون;رائدون
5582	»		0.0	
5583	في		0.0	
5584	كِبرِه		0.0	
5585	***		0.0	
5586	ودُستِ		0.0	
5587	على		0.0	
5588	أنفه		0.0	
5589	الراغمة		0.0	
5590	\n		0.0	
5591	\n		0.0	
5592	وصَعَّرتِ		0.0	
5593	للجنرالات		0.0	
5594	خدًّا		0.0	
5595	***		0.0	
5596	فخابت		0.0	
5597	نواياهم		0.0	
5598	الآثمة		0.0	
5599	\n		0.0	
5600	\n		0.0	
5601	تتحلّى		0.0	
5602	منطقة		0.0	
5603	زواوة		1.0	زوارة
5604	-		0.0	
5605	الواقعة		0.0	
5606	في		0.0	
5607	محافظة		0.0	
5608	تيزي		15.0	يتزي;تزيي;زيتي;تبزي;تيمي;تزي;يزي;تحيزي;تجيزي;تميزي;يزيت;تقزي;تفزي;فيزي;تغزي
5609	وزو		15.0	ورو;وذو;ووز;نزو;وزن;وز;وزوق;وزقو;وزوف;وزوغ;وغزو;وعزو;عوزو;وزهو;وخزو
5610	حاليًّا		0.0	
5611	-		0.0	
5612	بصفات		0.0	
5613	جغرافيّة		0.0	
5614	وسكّانية		0.0	
5615	فريدة		0.0	
5616	جعلتها		0.0	
5617	بعد		0.0	
5618	20		0.0	
5619	سنة		0.0	
5620	من		0.0	
5621	احتلال		0.0	
5622	القوّات		0.0	
5623	الفرنسيّة		0.0	
5624	للعاصمة		0.0	
5625	الجزائريّة		0.0	
5626	تبقى		0.0	
5627	دون		0.0	
5628	أن		0.0	
5629	تدخلها		0.0	
5630	قوّات		0.0	
5631	الاحتلال		0.0	
5632	الفرنسيّ		0.0	
5633	،		0.0	
5634	إذ		0.0	
5635	تُعرف		0.0	
5636	بجبال		0.0	
5637	جرجرة		0.0	
5638	العالية		0.0	
5639	ووديانها		0.0	
5640	ومسالكها		0.0	
5641	الوعرة		0.0	
5642	،		0.0	
5643	بالإضافة		0.0	
5644	إلى		0.0	
5645	الثلوج		0.0	
5646	الكثيفة		0.0	
5647	التي		0.0	
5648	تكسوها		0.0	
5649	في		0.0	
5650	فصل		0.0	
5651	الشتاء		0.0	
5652	،		0.0	
5653	فيقطع		0.0	
5654	عنها		0.0	
5655	الطرق		0.0	
5656	والرؤية		0.0	
5657	،		0.0	
5658	بالإضافة		0.0	
5659	إلى		0.0	
5660	قراها		0.0	
5661	ومداشرها		3.0	ومد اشرها;ومدا شرها;واشرها
5662	وقبائلها		0.0	
5663	المتنوّعة		0.0	
5664	وغطائها		0.0	
5665	النباتي		0.0	
5666	الكثيف		0.0	
5667	،		0.0	
5668	ممّا		0.0	
5669	يجعلها		0.0	
5670	المنطقة		0.0	
5671	المثاليّة		0.0	
5672	لأيّ		0.0	
5673	عمل		0.0	
5674	مسلّح		0.0	
5675	وحرب		0.0	
5676	العصابات		0.0	
5677	.\n		0.0	
5678	\n		0.0	
5679	\n		0.0	
5680	الشريف		0.0	
5681	«		0.0	
5682	بوبغلة		13.0	وببغلة;بوبالة;بوبلة;بوغلة;ببغلة;وبغلة;وبغلبة;بواغلة;بوبيلة;أوبغلة;ب وبغلة;بوب غلة;بغلة
5683	»		0.0	
5684	ولالة		15.0	ولأله;ولألت;ولإله;ولآلة;ولآله;ولآلت;وبالة;ولتلة;ولغلة;ولابة;ولافة;ولاة;ولذالة;ولضالة;وضلالة
5685	فاطمة		0.0	
5686	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5687	\n		0.0	
5688	\n		0.0	
5689	بينما		0.0	
5690	تجد		0.0	
5691	فيها		0.0	
5692	القوّات		0.0	
5693	النظاميّة		0.0	
5694	صعوبة		0.0	
5695	شديدة		0.0	
5696	في		0.0	
5697	التحكّم		0.0	
5698	في		0.0	
5699	جغرافيّتها		0.0	
5700	أو		0.0	
5701	سكّانها		0.0	
5702	.		0.0	
5703	لكن		0.0	
5704	مع		0.0	
5705	نهاية		0.0	
5706	سنوات		0.0	
5707	الأربعينيات		0.0	
5708	،		0.0	
5709	ورغم		0.0	
5710	أنّ		0.0	
5711	يد		0.0	
5712	الاحتلال		0.0	
5713	الفرنسي		0.0	
5714	لم		0.0	
5715	تسيطر		0.0	
5716	عليها		0.0	
5717	بعد		0.0	
5718	؛		0.0	
5719	إلاّ		0.0	
5720	أن		0.0	
5721	جرجرة		0.0	
5722	صارت		0.0	
5723	محاصرة		0.0	
5724	تقريبًا		0.0	
5725	من		0.0	
5726	كل		0.0	
5727	الجهات		0.0	
5728	،		0.0	
5729	خصوصًا		0.0	
5730	بعد		0.0	
5731	احتلال		0.0	
5732	بجاية		15.0	جباية;باجية;بداية;بجلية;بجاسة;بجاثية;بجافية;بجاهية;بجامية;بجانية;بجناية;بجالية;بجابية;بجباية;بجازية
5733	والحصار		0.0	
5734	البحريّ		0.0	
5735	من		0.0	
5736	الشمال		0.0	
5737	،		0.0	
5738	ممّا		0.0	
5739	عنى		0.0	
5740	أن		0.0	
5741	جميع		0.0	
5742	النشاطات		0.0	
5743	الاقتصادية		0.0	
5744	والمبادلات		0.0	
5745	التجارية		0.0	
5746	أصبحت		0.0	
5747	متوقّفة		0.0	
5748	.\n		0.0	
5749	في		0.0	
5750	السابع		0.0	
5751	عشر		0.0	
5752	من		0.0	
5753	يونيو		0.0	
5754	(		0.0	
5755	حزيران		0.0	
5756	)		0.0	
5757	سنة		0.0	
5758	1854		0.0	
5759	،		0.0	
5760	وقعت		0.0	
5761	معركة		0.0	
5762	تاشكيرت		1.0	شكيتا
5763	بين		0.0	
5764	الفرنسيين		0.0	
5765	بقيادة		0.0	
5766	الجنرال		0.0	
5767	راندون		15.0	واندرن;رامدون;رانون;رادون;اندون;راصدون;راقدون;فاندون;راغدون;عاندون;رابدون;ساندون;راشدون;واندون;رائدون
5768	في		0.0	
5769	محاولة		0.0	
5770	للسيطرة		0.0	
5771	على		0.0	
5772	قرى		0.0	
5773	منطقة		0.0	
5774	وادي		0.0	
5775	سيباو		15.0	سيبوا;يسبوا;بيساو;ويباس;سيبلو;سيبغو;سيبان;سيبا;وسيبا;سيباض;سيباع;سيباه;سيبهو;سيباخ;سيباح
5776	،		0.0	
5777	وبين		0.0	
5778	فاطمة		0.0	
5779	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5780	التي		0.0	
5781	قادت		0.0	
5782	قوّات		0.0	
5783	المجاهدين		0.0	
5784	لمواجهة		0.0	
5785	الجيش		0.0	
5786	الفرنسيّ		0.0	
5787	،		0.0	
5788	ورغم		0.0	
5789	تفوّق		0.0	
5790	الفرنسيين		0.0	
5791	في		0.0	
5792	العدّة		0.0	
5793	والعتاد		0.0	
5794	إلاّ		0.0	
5795	أنّ		0.0	
5796	المجاهدين		0.0	
5797	استغلّوا		0.0	
5798	معرفتهم		0.0	
5799	بالتضاريس		0.0	
5800	الجبليّة		0.0	
5801	الوعرة		0.0	
5802	؛		0.0	
5803	واستطاعوا		0.0	
5804	ردّ		0.0	
5805	العدوان		0.0	
5806	الفرنسيّ		0.0	
5807	،		0.0	
5808	إذ		0.0	
5809	سقط		0.0	
5810	في		0.0	
5811	تلك		0.0	
5812	المعركة		0.0	
5813	800		0.0	
5814	جندي		0.0	
5815	فرنسيّ		0.0	
5816	و25		0.0	
5817	ضابطًا		0.0	
5818	وأكثر		0.0	
5819	من		0.0	
5820	300		0.0	
5821	جريح		0.0	
5822	.\n		0.0	
5823	\n		0.0	
5824	وفي		0.0	
5825	مايو		0.0	
5826	(		0.0	
5827	أيّار		0.0	
5828	)		0.0	
5829	سنة		0.0	
5830	1957		0.0	
5831	قاد		0.0	
5832	الجنرال		0.0	
5833	راندون		15.0	واندرن;رامدون;رانون;رادون;اندون;راصدون;راقدون;فاندون;راغدون;عاندون;رابدون;ساندون;راشدون;واندون;رائدون
5834	حملة		0.0	
5835	عسكريّة		0.0	
5836	كبيرة		0.0	
5837	من		0.0	
5838	أجل		0.0	
5839	اقتحام		0.0	
5840	جبال		0.0	
5841	جرجرة		0.0	
5842	والسيطرة		0.0	
5843	عليها		0.0	
5844	،		0.0	
5845	فاحتلّ		0.0	
5846	قرى		0.0	
5847	منطقة		0.0	
5848	الأربعاء		0.0	
5849	ناثيراثن		1.0	يراثن
5850	وارتكبت		0.0	
5851	القوات		0.0	
5852	الفرنسيّة		0.0	
5853	مجازر		0.0	
5854	في		0.0	
5855	حقّ		0.0	
5856	السكان		0.0	
5857	المحليّين		0.0	
5858	،		0.0	
5859	وبسقوط		0.0	
5860	هذه		0.0	
5861	المنطقة		0.0	
5862	،		0.0	
5863	أصبحت		0.0	
5864	السيطرة		0.0	
5865	على		0.0	
5866	جرجرة		0.0	
5867	مسألة		0.0	
5868	وقت		0.0	
5869	فقط		0.0	
5870	.\n		0.0	
5871	\n		0.0	
5872	جمعت		0.0	
5873	لالة		15.0	لأله;لألت;لإله;لآلة;لآله;لآلت;بالة;لتلة;لغلة;لابة;لافة;لذالة;لضالة;ضلالة;لصالة
5874	فاطمة		0.0	
5875	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5876	المجاهدين		0.0	
5877	من		0.0	
5878	مختلف		0.0	
5879	العشائر		0.0	
5880	والقبائل		0.0	
5881	للهجوم		0.0	
5882	على		0.0	
5883	الفرنسيين		0.0	
5884	،		0.0	
5885	واندلعت		0.0	
5886	معركة		0.0	
5887	إيشريضن		1.0	يشرينان
5888	التي		0.0	
5889	قادتها		0.0	
5890	لالة		15.0	لأله;لألت;لإله;لآلة;لآله;لآلت;بالة;لتلة;لغلة;لابة;لافة;لذالة;لضالة;ضلالة;لصالة
5891	فاطمة		0.0	
5892	من		0.0	
5893	جهة		0.0	
5894	،		0.0	
5895	والجنرالات		0.0	
5896	الفرنسيّون		0.0	
5897	راندون		15.0	واندرن;رامدون;رانون;رادون;اندون;راصدون;راقدون;فاندون;راغدون;عاندون;رابدون;ساندون;راشدون;واندون;رائدون
5898	،		0.0	
5899	وماكماهون		1.0	ومكانكما
5900	من		0.0	
5901	الجانب		0.0	
5902	الفرنسيّ		0.0	
5903	،		0.0	
5904	ورغم		0.0	
5905	أن		0.0	
5906	جيش		0.0	
5907	أهالي		0.0	
5908	جرجرة		0.0	
5909	بقيادة		0.0	
5910	فاطمة		0.0	
5911	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5912	استبسل		0.0	
5913	في		0.0	
5914	المعركة		0.0	
5915	وحاول		0.0	
5916	ردّ		0.0	
5917	العدوان		0.0	
5918	الفرنسيّ		0.0	
5919	،		0.0	
5920	إلاّ		0.0	
5921	أنه		0.0	
5922	فشل		0.0	
5923	في		0.0	
5924	ذلك		0.0	
5925	وأجبر		0.0	
5926	على		0.0	
5927	الخضوع		0.0	
5928	للمفاوضات		0.0	
5929	من		0.0	
5930	أجل		0.0	
5931	وقف		0.0	
5932	القتال		0.0	
5933	.\n		0.0	
5934	\n		0.0	
5935	\n		0.0	
5936	\n		0.0	
5937	جبال		0.0	
5938	جرجرة		0.0	
5939	\n		0.0	
5940	\n		0.0	
5941	بدأ		0.0	
5942	وفد		0.0	
5943	المجاهدين		0.0	
5944	بقيادة		0.0	
5945	السي		0.0	
5946	الطاهر		0.0	
5947	شقيق		0.0	
5948	لالة		15.0	لأله;لألت;لإله;لآلة;لآله;لآلت;بالة;لتلة;لغلة;لابة;لافة;لذالة;لضالة;ضلالة;لصالة
5949	فاطمة		0.0	
5950	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
5951	،		0.0	
5952	مفاوضات		0.0	
5953	إيقاف		0.0	
5954	القتال		0.0	
5955	مع		0.0	
5956	الطرف		0.0	
5957	الفرنسيّ		0.0	
5958	بقيادة		0.0	
5959	الجنرال		0.0	
5960	راندون		15.0	واندرن;رامدون;رانون;رادون;اندون;راصدون;راقدون;فاندون;راغدون;عاندون;رابدون;ساندون;راشدون;واندون;رائدون
5961	،		0.0	
5962	واتّفق		0.0	
5963	الطرفان		0.0	
5964	على		0.0	
5965	الهدنة		0.0	
5966	مقابل		0.0	
5967	الشروط		0.0	
5968	التالية		0.0	
5969	:		0.0	
5970	أن		0.0	
5971	تنتشر		0.0	
5972	القوات		0.0	
5973	الفرنسيّة		0.0	
5974	خارج		0.0	
5975	التجمعات		0.0	
5976	السكنيّة		0.0	
5977	،		0.0	
5978	وأن		0.0	
5979	لا		0.0	
5980	يدفع		0.0	
5981	سكّان		0.0	
5982	المنطقة		0.0	
5983	الضرائب		0.0	
5984	،		0.0	
5985	وأن		0.0	
5986	لا		0.0	
5987	يُحاكم		0.0	
5988	قادة		0.0	
5989	الثورة		0.0	
5990	،		0.0	
5991	والالتزام		0.0	
5992	بحماية		0.0	
5993	الأشخاص		0.0	
5994	والممتلكات		0.0	
5995	.		0.0	
5996	وقد		0.0	
5997	وافق		0.0	
5998	الجانب		0.0	
5999	الفرنسيّ		0.0	
6000	على		0.0	
6001	هذه		0.0	
6002	الشروط		0.0	
6003	،		0.0	
6004	لكن		0.0	
6005	وما		0.0	
6006	إن		0.0	
6007	غادر		0.0	
6008	الوفد		0.0	
6009	مكان		0.0	
6010	الاجتماع		0.0	
6011	حتّى		0.0	
6012	أمر		0.0	
6013	راندون		15.0	واندرن;رامدون;رانون;رادون;اندون;راصدون;راقدون;فاندون;راغدون;عاندون;رابدون;ساندون;راشدون;واندون;رائدون
6014	بإلقاء		0.0	
6015	القبض		0.0	
6016	عليهم		0.0	
6017	،		0.0	
6018	ثم		0.0	
6019	وقعت		0.0	
6020	فاطمة		0.0	
6021	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
6022	في		0.0	
6023	الأَسر		0.0	
6024	هي		0.0	
6025	ومجموعة		0.0	
6026	من		0.0	
6027	النسوة		0.0	
6028	.\n		0.0	
6029	\n		0.0	
6030	نقلت		0.0	
6031	لالة		15.0	لأله;لألت;لإله;لآلة;لآله;لآلت;بالة;لتلة;لغلة;لابة;لافة;لذالة;لضالة;ضلالة;لصالة
6032	فاطمة		0.0	
6033	نسومر		15.0	سنورم;وسنمر;تسومر;وسومر;نسوم;نسور;نسمر;سومر;سومرن;ونسمر;فسومر;نسومه;نسومك;نسومن;نستمر
6034	إلى		0.0	
6035	زاوية		0.0	
6036	في		0.0	
6037	منطقة		0.0	
6038	تابلاط		11.0	تابلاك;تابلا;تابلاً;تابلاه;تابلان;تابلاي;تا بلاط;تاب لاط;تابلا ط;تابل;بلاط
6039	هي		0.0	
6040	وبعض		0.0	
6041	النسوة		0.0	
6042	المرافقات		0.0	
6043	لها		0.0	
6044	،		0.0	
6045	وبقيت		0.0	
6046	في		0.0	
6047	الحراسة		0.0	
6048	المشدّدة		0.0	
6049	هناك		0.0	
6050	إلى		0.0	
6051	أن		0.0	
6052	توفيت		0.0	
6053	بعدها		0.0	
6054	بستّ		0.0	
6055	سنوات		0.0	
6056	في		0.0	
6057	سنة		0.0	
6058	1863		0.0	
6059	،		0.0	
